# 转录元数据（whisper.cpp 原始输出，未修标点未纠错）
# 节目：硅谷101 · E247
# 标题：对话盛颖：xAI，Infra的浪漫，SGLang，开源，平权与"甄嬛传"
# 主持：陈茜（开场：泓君）｜ 嘉宾：盛颖（RadixArk 联创&CEO、SGLang 发起人、xAI 前推理团队负责人）
# 来源：Fireside RSS 音频直链（https://www.sv101.net/260）
# 发布日期：2026-08-04 ｜ 时长：1h46m26s（6387s）｜ 段数：5578
# pipeline：yt-dlp → whisper.cpp / ggml-large-v3 / Metal / -l zh / **--vad（silero）**
# 备注：首跑无 VAD 时 whisper 在音乐/过场段陷入循环幻觉（约 00:39 起整段报废），VAD 重跑后全量正常——长音频转写教训已记录
[00:31:38 -> 00:31:40] 万卡级别的survey
[00:31:40 -> 00:31:41] 甚至千万卡级别
[00:31:41 -> 00:31:42] 百万卡级别
[00:31:42 -> 00:31:42] 做好的
[00:31:42 -> 00:31:43] VLM可能在
[00:31:43 -> 00:31:45] 这个社区的覆盖
[00:31:45 -> 00:31:46] long tail模型的支持上
[00:31:46 -> 00:31:47] 做得更早
[00:31:47 -> 00:31:48] 所以大家的focus
[00:31:48 -> 00:31:49] 是有所不一样
[00:31:49 -> 00:31:50] 但是你现在去看的话
[00:31:50 -> 00:31:51] 可能两方又在
[00:31:51 -> 00:31:53] 互相学习
[00:31:53 -> 00:31:53] 那补齐短板
[00:31:53 -> 00:31:54] 你在Databricks
[00:31:54 -> 00:31:55] 不是也做过
[00:31:55 -> 00:31:56] 五个月的时间吗
[00:31:56 -> 00:31:58] 当时公司的联合创始人
[00:31:58 -> 00:31:59] 是Young Stoica
[00:31:59 -> 00:31:59] 对
[00:31:59 -> 00:32:01] 也是之前伯克利的教授
[00:32:01 -> 00:32:01] 他跟你有
[00:32:01 -> 00:32:03] 什么样的合作吗
[00:32:03 -> 00:32:03] 他是我在
[00:32:03 -> 00:32:05] 伯克利visit的时候的教授
[00:32:05 -> 00:32:07] 所以我们在伯克利的时候
[00:32:07 -> 00:32:07] 就一起做了
[00:32:07 -> 00:32:08] 很多的research
[00:32:08 -> 00:32:09] 他对你有
[00:32:09 -> 00:32:10] 什么样的影响呢
[00:32:10 -> 00:32:12] 在专业水平上
[00:32:12 -> 00:32:12] 给我带来了
[00:32:12 -> 00:32:13] 很多inspiration
[00:32:13 -> 00:32:15] 我其实我跟Young Stoica
[00:32:15 -> 00:32:15] 我们
[00:32:15 -> 00:32:17] 他一直保持联系
[00:32:17 -> 00:32:18] 除了是我
[00:32:18 -> 00:32:19] 那个时候的research的
[00:32:19 -> 00:32:20] 一个mentor之外
[00:32:20 -> 00:32:21] 导师之外
[00:32:21 -> 00:32:23] 他也是我
[00:32:23 -> 00:32:24] 可能lifetime的
[00:32:24 -> 00:32:24] 一个mentor
[00:32:24 -> 00:32:25] 就整个lifetime的
[00:32:25 -> 00:32:26] 一个mentor
[00:32:26 -> 00:32:26] Young Stoica是个
[00:32:26 -> 00:32:27] 很特别的人
[00:32:27 -> 00:32:28] 但是他这么成功
[00:32:28 -> 00:32:29] 那肯定是
[00:32:29 -> 00:32:29] 很特别的一个人
[00:32:29 -> 00:32:30] 你觉得他
[00:32:30 -> 00:32:31] 特别之处在哪里
[00:32:31 -> 00:32:32] 他其实是个
[00:32:32 -> 00:32:33] 很立体的人
[00:32:33 -> 00:32:34] 他做很多事情
[00:32:34 -> 00:32:35] 对吧
[00:32:35 -> 00:32:36] 他同时开很多公司
[00:32:36 -> 00:32:37] 然后是一个教授
[00:32:37 -> 00:32:39] 但如果你真的
[00:32:39 -> 00:32:39] 靠近他的话
[00:32:39 -> 00:32:41] 他的骨子里
[00:32:41 -> 00:32:43] 他最自我认同感高的
[00:32:43 -> 00:32:45] 还是教授这个身份
[00:32:45 -> 00:32:46] 就是教授和学生
[00:32:46 -> 00:32:47] 这个是他
[00:32:47 -> 00:32:48] 所有身份
[00:32:48 -> 00:32:49] 自我认同感的
[00:32:49 -> 00:32:50] 如果你追溯到
[00:32:50 -> 00:32:51] 追溯到根源
[00:32:51 -> 00:32:51] 这是他的根源所在
[00:32:51 -> 00:32:53] 他很在乎
[00:32:53 -> 00:32:54] making impact
[00:32:54 -> 00:32:55] impact可能是
[00:32:55 -> 00:32:56] 他做所有事情的
[00:32:56 -> 00:32:58] 动力支援
[00:32:58 -> 00:32:59] 他也把这个精神
[00:32:59 -> 00:33:02] 传递给了他的学生
[00:33:02 -> 00:33:03] 他的底下的学生
[00:33:03 -> 00:33:04] 和跟他进公司的人
[00:33:04 -> 00:33:05] 可能都受到了
[00:33:05 -> 00:33:06] 这个影响
[00:33:06 -> 00:33:07] 就是making impact
[00:33:07 -> 00:33:08] 但我其实不一样
[00:33:08 -> 00:33:09] 我其实在
[00:33:09 -> 00:33:10] 另一个价值观里面
[00:33:10 -> 00:33:12] 但是我能理解到了
[00:33:12 -> 00:33:13] 这一套价值观
[00:33:13 -> 00:33:14] 所以making impact
[00:33:14 -> 00:33:16] 不是你的价值观吗
[00:33:16 -> 00:33:16] 对
[00:33:16 -> 00:33:17] 不是同一类价值观
[00:33:17 -> 00:33:18] 那你的价值观是什么
[00:33:18 -> 00:33:21] 就是我在乎的
[00:33:21 -> 00:33:23] 不是making impact的本身
[00:33:23 -> 00:33:25] 我会在乎一些
[00:33:25 -> 00:33:27] 我想要make的impact
[00:33:27 -> 00:33:28] 如果我觉得
[00:33:28 -> 00:33:28] 有一种impact
[00:33:28 -> 00:33:30] 我有一种价值观
[00:33:30 -> 00:33:31] 我希望它被执行
[00:33:31 -> 00:33:32] 和被推向这个世界
[00:33:32 -> 00:33:33] 那么我就会
[00:33:33 -> 00:33:34] 非常努力地去推动它
[00:33:35 -> 00:33:35] 让它发生
[00:33:35 -> 00:33:36] 我会尽一切努力
[00:33:36 -> 00:33:38] 但其实我不是
[00:33:38 -> 00:33:39] 完全care这件事情
[00:33:39 -> 00:33:40] 是不是我推动的
[00:33:40 -> 00:33:42] 别人推动也可以
[00:33:42 -> 00:33:43] 如果有人愿意
[00:33:43 -> 00:33:44] 帮我把这个事情推动
[00:33:44 -> 00:33:45] that's great
[00:33:45 -> 00:33:46] 但一般来说
[00:33:46 -> 00:33:47] 不会有这样一个人
[00:33:47 -> 00:33:49] 但是我慢慢学会的是
[00:33:49 -> 00:33:50] 我真正自己想做的事情
[00:33:50 -> 00:33:51] 没有人会代劳
[00:33:51 -> 00:33:53] 因为他有他想做的事情
[00:33:53 -> 00:33:54] 别人有别人想做的事情
[00:33:54 -> 00:33:55] 最后你自己
[00:33:55 -> 00:33:55] 真正想做的事情
[00:33:55 -> 00:33:56] 你其实只有
[00:33:56 -> 00:33:58] 自己去坚持不断
[00:33:58 -> 00:34:00] 你只有自己能够
[00:34:01 -> 00:34:02] 能够长时间地去
[00:34:02 -> 00:34:04] 为那一件事情所奋斗
[00:34:04 -> 00:34:05] 然后让它发生
[00:34:05 -> 00:34:07] 所以在这个逻辑上
[00:34:07 -> 00:34:07] 我觉得是有一些
[00:34:07 -> 00:34:08] 微妙的不同的
[00:34:08 -> 00:34:09] 就我在乎的是impact
[00:34:09 -> 00:34:10] 不是making
[00:34:10 -> 00:34:11] 所以就是
[00:34:11 -> 00:34:12] 在另外一个价值观说
[00:34:12 -> 00:34:13] 就是making impact
[00:34:13 -> 00:34:15] 有可能是非常的说
[00:34:15 -> 00:34:17] 我希望我个人有impact
[00:34:17 -> 00:34:18] 但是你更在乎的是
[00:34:18 -> 00:34:18] 这件事情
[00:34:18 -> 00:34:20] 对 我更在乎有一些
[00:34:20 -> 00:34:22] 我觉得正确的事情发生
[00:34:22 -> 00:34:25] 这个有时候会让我
[00:34:25 -> 00:34:26] 显得很opinionated
[00:34:26 -> 00:34:27] 因为我会有一些事情
[00:34:27 -> 00:34:28] 我有观点
[00:34:28 -> 00:34:29] 然后会非常希望
[00:34:29 -> 00:34:29] 我的观点发生
[00:34:29 -> 00:34:30] 但我其实不是在乎
[00:34:30 -> 00:34:32] 它是不是我的观点
[00:34:32 -> 00:34:33] 而是就是这个观点
[00:34:33 -> 00:34:34] 我somehow被它intrigued
[00:34:34 -> 00:34:35] 被它给吸引了
[00:34:35 -> 00:34:36] 我们说一下
[00:34:36 -> 00:34:37] 你在XCI的一些
[00:34:38 -> 00:34:38] 经历
[00:34:38 -> 00:34:39] 2024年10月份
[00:34:39 -> 00:34:41] 你是当时加入了XCI吗
[00:34:41 -> 00:34:43] 当时为什么选择XCI呢
[00:34:43 -> 00:34:44] 我当时PhD刚毕业的时候
[00:34:44 -> 00:34:47] 想要推广XCI这个项目
[00:34:47 -> 00:34:47] 对 我so far
[00:34:47 -> 00:34:49] 从我开始做XCI之后
[00:34:49 -> 00:34:50] 我的整个观点
[00:34:50 -> 00:34:52] 都跟XCI紧密相关
[00:34:52 -> 00:34:54] 我当时刚去Diaboris的时候
[00:34:54 -> 00:34:56] 想要在Diaboris里面
[00:34:56 -> 00:34:57] 推广它
[00:34:57 -> 00:34:58] 然后我在
[00:34:58 -> 00:34:59] 推广XCI呢
[00:34:59 -> 00:35:00] 推广XCI 对
[00:35:00 -> 00:35:01] 或者说我至少找到一个地方
[00:35:01 -> 00:35:02] 可以好好地develop它
[00:35:02 -> 00:35:03] 我也不一定说
[00:35:03 -> 00:35:05] 它能够取代所有的stack
[00:35:05 -> 00:35:06] 但是我希望它是
[00:35:06 -> 00:35:06] 给我一块地方
[00:35:06 -> 00:35:07] 可以好好地develop
[00:35:07 -> 00:35:08] 我在刚加入XCI的时候
[00:35:08 -> 00:35:09] 我觉得Diaboris
[00:35:09 -> 00:35:10] 跟我说有这样的自由
[00:35:10 -> 00:35:12] 但是实际上
[00:35:12 -> 00:35:13] Diaboris里面的
[00:35:13 -> 00:35:14] 业务模式
[00:35:14 -> 00:35:15] 还是不那么一样吧
[00:35:15 -> 00:35:16] 而且Diaboris毕竟是一个
[00:35:16 -> 00:35:17] 已经很成熟的公司
[00:35:17 -> 00:35:19] 它不是你可以随便说
[00:35:19 -> 00:35:20] 我想做什么就做什么
[00:35:20 -> 00:35:20] 其他做什么的事情
[00:35:20 -> 00:35:21] 都需要理由
[00:35:21 -> 00:35:22] 或者充分的理由
[00:35:22 -> 00:35:23] 然后我作为一个
[00:35:23 -> 00:35:25] researcher
[00:35:25 -> 00:35:26] new graduate researcher进去
[00:35:26 -> 00:35:28] 其实也没有太大的power
[00:35:28 -> 00:35:29] 我自己也不够成熟
[00:35:29 -> 00:35:30] 就是你怎么在一个
[00:35:30 -> 00:35:31] 成熟的企业里面
[00:35:31 -> 00:35:33] 去drive一个比较大的effort
[00:35:33 -> 00:35:34] 我还不会这件事情
[00:35:34 -> 00:35:35] 所以我觉得当时那几个月
[00:35:35 -> 00:35:36] 尝试没有特别成功
[00:35:36 -> 00:35:37] 可能也造成了一些影响
[00:35:37 -> 00:35:38] 但不算特别成功
[00:35:38 -> 00:35:40] XAI给的这个机会
[00:35:40 -> 00:35:43] 就是它愿意去支持
[00:35:43 -> 00:35:46] 我和连铭是我的husband
[00:35:46 -> 00:35:48] 它已经在XAI那个时候
[00:35:48 -> 00:35:49] 那个时候在XAI之前
[00:35:49 -> 00:35:49] 还是在做training
[00:35:49 -> 00:35:51] 但是正好XAI到了一个节点
[00:35:51 -> 00:35:52] 就是需要去做
[00:35:52 -> 00:35:53] predator inference
[00:35:53 -> 00:35:55] 然后就有了这样一个机会
[00:35:55 -> 00:35:56] 我和连铭可以去XAI
[00:35:56 -> 00:35:59] 共同build整个influence step
[00:35:59 -> 00:35:59] 整个influence的
[00:35:59 -> 00:36:00] 这个solution和team
[00:36:00 -> 00:36:03] 所以它可以给我两样东西
[00:36:03 -> 00:36:04] 一个叫做support
[00:36:04 -> 00:36:05] 一个叫做freedom
[00:36:05 -> 00:36:07] 同时有support和freedom的时候
[00:36:07 -> 00:36:08] 我就能做这件事情了
[00:36:08 -> 00:36:09] 所以我就选择加入
[00:36:09 -> 00:36:09] XAI线
[00:36:09 -> 00:36:11] 当时应该只有XAI
[00:36:11 -> 00:36:11] 真正给我这两个
[00:36:11 -> 00:36:12] 我有些其他的机会
[00:36:12 -> 00:36:13] 有些是只给support
[00:36:13 -> 00:36:14] 有些只给freedom
[00:36:14 -> 00:36:18] 确实我觉得能这两个
[00:36:18 -> 00:36:20] 支持你去做这个事情
[00:36:20 -> 00:36:21] 跟又让你自由地
[00:36:21 -> 00:36:22] 去做这个事情
[00:36:22 -> 00:36:25] 这个机会其实是蛮罕见的
[00:36:25 -> 00:36:25] 是不是也是因为
[00:36:25 -> 00:36:27] XAI那个时候比较早期
[00:36:27 -> 00:36:28] 所以才有这样的机会
[00:36:28 -> 00:36:29] 是的
[00:36:29 -> 00:36:30] 那个时候的XAI
[00:36:30 -> 00:36:31] 是什么样子呢
[00:36:31 -> 00:36:33] 在你能受的方向
[00:36:33 -> 00:36:34] 也来跟我描述一下
[00:36:34 -> 00:36:36] 我觉得XAI是我生命中
[00:36:36 -> 00:36:37] 非常重要的一部分
[00:36:37 -> 00:36:39] 就虽然我没有工作
[00:36:39 -> 00:36:39] 特别多
[00:36:39 -> 00:36:41] 但是我在很多地方工作过
[00:36:41 -> 00:36:44] XAI是我回忆最美好的
[00:36:44 -> 00:36:46] XAI的时光
[00:36:46 -> 00:36:47] 是我回忆最美好的一段时光
[00:36:47 -> 00:36:49] 平价这么高
[00:36:49 -> 00:36:51] 而且我离开XAI的时候
[00:36:51 -> 00:36:52] 其实也非常不舍
[00:36:52 -> 00:36:53] 我离开XAI的时候
[00:36:53 -> 00:36:54] 是因为
[00:36:54 -> 00:36:57] 因为X量的开源的一些需求
[00:36:57 -> 00:36:57] 到了一个节点
[00:36:57 -> 00:36:59] 我觉得我不得不去出来
[00:36:59 -> 00:37:01] 把这个Ratitar新的公司
[00:37:01 -> 00:37:01] 服务起来
[00:37:01 -> 00:37:02] 然后让我们社区
[00:37:02 -> 00:37:04] 能够很好的继续发展
[00:37:04 -> 00:37:05] 如果不是因为这个原因的话
[00:37:05 -> 00:37:07] 我是不可能选择离开XAI的
[00:37:07 -> 00:37:10] 因为也不是说完全不可能
[00:37:10 -> 00:37:11] 但我说就是非常非常不希望
[00:37:11 -> 00:37:12] 也不舍得离开XAI
[00:37:12 -> 00:37:14] 而且我觉得这个想法
[00:37:14 -> 00:37:15] 不是我一个人有的
[00:37:15 -> 00:37:15] 其实我知道
[00:37:15 -> 00:37:17] 在我们早期的那一批员工里面
[00:37:17 -> 00:37:18] 大家都有很多人
[00:37:18 -> 00:37:19] 有类似的想法
[00:37:19 -> 00:37:20] 甚至有些人
[00:37:20 -> 00:37:21] 可能在XAI的工作
[00:37:21 -> 00:37:23] 已经有点承受不住了
[00:37:23 -> 00:37:24] 因为压力强度都很大
[00:37:24 -> 00:37:25] 但他们还是
[00:37:25 -> 00:37:26] 一直在里面坚持
[00:37:26 -> 00:37:28] 就是因为他们不想离开这群人
[00:37:28 -> 00:37:29] 我的想法是类似的
[00:37:29 -> 00:37:30] 所以是这群人
[00:37:30 -> 00:37:31] 你们形成了
[00:37:31 -> 00:37:32] 一个非常好的
[00:37:32 -> 00:37:34] 一个team的感觉
[00:37:34 -> 00:37:35] 对 我觉得是
[00:37:35 -> 00:37:36] 我觉得早期的XAI
[00:37:36 -> 00:37:39] 就我在之前的XAI
[00:37:39 -> 00:37:40] 我所体验到的那个XAI
[00:37:40 -> 00:37:40] 是一个
[00:37:40 -> 00:37:42] 就是
[00:37:42 -> 00:37:43] 个个都是人的
[00:37:43 -> 00:37:43] 人才
[00:37:43 -> 00:37:46] 里面个个都是人才
[00:37:46 -> 00:37:48] 大家互相之间
[00:37:48 -> 00:37:49] 也都很support
[00:37:49 -> 00:37:49] 很friendly
[00:37:49 -> 00:37:51] 很appreciate
[00:37:51 -> 00:37:52] 很harmful
[00:37:52 -> 00:37:53] 这是我当时
[00:37:53 -> 00:37:54] XAI给我的印象
[00:37:54 -> 00:37:55] 跟你的价值观很像
[00:37:55 -> 00:37:57] 对 我觉得非常的
[00:37:57 -> 00:37:58] 就是我觉得当时在XAI
[00:37:58 -> 00:38:00] 我能够非常专心地做事情
[00:38:00 -> 00:38:02] 没有太多的杂念
[00:38:02 -> 00:38:06] 而且大家都是这样的
[00:38:06 -> 00:38:07] 就是大家都能够
[00:38:07 -> 00:38:08] 非常直白地做事情
[00:38:08 -> 00:38:09] 都知道把事情做成最重要
[00:38:09 -> 00:38:11] 我经历过那么多公司
[00:38:11 -> 00:38:11] 在XAI之前
[00:38:11 -> 00:38:13] 是我第一次经历到
[00:38:13 -> 00:38:13] 一个team
[00:38:13 -> 00:38:14] 一个公司里面
[00:38:14 -> 00:38:15] 完全没有任何people game
[00:38:15 -> 00:38:16] 没有任何politics
[00:38:16 -> 00:38:17] 当然后面可能慢慢地
[00:38:17 -> 00:38:18] 也会有公司
[00:38:18 -> 00:38:18] 大着肯定会
[00:38:18 -> 00:38:19] 你认识过多少人在XAI
[00:38:19 -> 00:38:21] 不到一百人
[00:38:21 -> 00:38:21] 我加入的时候
[00:38:21 -> 00:38:24] 一百人没有politics
[00:38:24 -> 00:38:25] 还是挺难得
[00:38:25 -> 00:38:26] 可能也有
[00:38:26 -> 00:38:26] 我没有看见
[00:38:26 -> 00:38:28] 但是至少我看见的范围里面
[00:38:28 -> 00:38:29] 我没有看见
[00:38:29 -> 00:38:30] 我很幸运地在一个
[00:38:30 -> 00:38:31] 我能够非常
[00:38:31 -> 00:38:33] 就是
[00:38:33 -> 00:38:34] 好的思考问题的
[00:38:34 -> 00:38:36] 那个范围里面
[00:38:36 -> 00:38:36] 然后
[00:38:36 -> 00:38:38] 我只要思考怎么做事情
[00:38:38 -> 00:38:38] 然后我身边的人
[00:38:38 -> 00:38:39] 他们也在思考怎么做事情
[00:38:39 -> 00:38:41] 大家也会有一些摩擦
[00:38:41 -> 00:38:42] 那很正常
[00:38:42 -> 00:38:43] 但是是一些
[00:38:43 -> 00:38:44] 就是说
[00:38:44 -> 00:38:45] 不影响
[00:38:45 -> 00:38:46] 团结的摩擦
[00:38:46 -> 00:38:48] 这些摩擦是不影响
[00:38:48 -> 00:38:48] we always talk
[00:38:48 -> 00:38:50] 我觉得现在
[00:38:50 -> 00:38:50] 我们在XARC
[00:38:50 -> 00:38:52] 是带过来的这个氛围的
[00:38:52 -> 00:38:53] 那好棒
[00:38:53 -> 00:38:56] 你把你在XAI的时候
[00:38:56 -> 00:38:58] 描述是V1.0
[00:38:58 -> 00:39:00] 没加入之前是0.0
[00:39:00 -> 00:39:01] 然后可能现在是多少
[00:39:01 -> 00:39:03] 3.0 4.0
[00:39:03 -> 00:39:04] 我也不知道大家怎么定义了
[00:39:04 -> 00:39:04] 因为后面就是
[00:39:04 -> 00:39:05] 我也不在了
[00:39:05 -> 00:39:06] 我只能听大家的说法
[00:39:06 -> 00:39:08] 但是我能够感觉出
[00:39:08 -> 00:39:08] 有那么几个阶段
[00:39:08 -> 00:39:11] 所以0.0跟1.0的时候
[00:39:11 -> 00:39:12] 是非常美好的
[00:39:12 -> 00:39:12] 对
[00:39:12 -> 00:39:13] 因为那个时候
[00:39:13 -> 00:39:14] 一浪的重心
[00:39:14 -> 00:39:15] 也不在你们身上
[00:39:15 -> 00:39:16] 就0.0的时候
[00:39:16 -> 00:39:17] 应该是一浪不怎么在
[00:39:17 -> 00:39:18] 0.0是我听说的
[00:39:18 -> 00:39:18] 我不在0.0
[00:39:18 -> 00:39:20] 0.0的时候
[00:39:20 -> 00:39:22] 一浪对大家都非常的nice
[00:39:22 -> 00:39:23] 0.0应该是非常非常美好
[00:39:23 -> 00:39:24] 像一个family一样
[00:39:24 -> 00:39:25] 1.0的时候
[00:39:25 -> 00:39:28] 其实已经开始生长了
[00:39:28 -> 00:39:30] 已经开始有这个生长痛
[00:39:30 -> 00:39:31] 1.0的中途
[00:39:31 -> 00:39:31] 一浪回来了
[00:39:31 -> 00:39:32] 但是我觉得
[00:39:32 -> 00:39:33] 就算在那个时候
[00:39:33 -> 00:39:34] 1.0里面产生的阵痛
[00:39:34 -> 00:39:36] 大家也还是
[00:39:36 -> 00:39:37] 共同克服难关的
[00:39:37 -> 00:39:38] 我没有感觉到
[00:39:38 -> 00:39:39] 军心有什么动摇
[00:39:39 -> 00:39:41] 我觉得大家都非常团结
[00:39:41 -> 00:39:42] 然后也彼此照顾
[00:39:42 -> 00:39:42] 我觉得那个时候
[00:39:42 -> 00:39:43] 是彼此照顾的状态
[00:39:43 -> 00:39:45] build了一段战友情的
[00:39:45 -> 00:39:45] 这种感觉
[00:39:45 -> 00:39:47] 这段故事特别珍贵
[00:39:47 -> 00:39:48] 是因为
[00:39:48 -> 00:39:49] 它跟现在
[00:39:49 -> 00:39:51] 大众对XAI的一个认知
[00:39:51 -> 00:39:53] 差距是非常大的
[00:39:53 -> 00:39:55] 因为现在大家的认知说
[00:39:55 -> 00:39:56] 就前段时间
[00:39:56 -> 00:39:57] XAI的co-founder
[00:39:57 -> 00:39:58] 全部都离开了
[00:39:58 -> 00:39:59] either被fire
[00:39:59 -> 00:40:00] 或者被laid off
[00:40:00 -> 00:40:01] 或者自己辞职的
[00:40:01 -> 00:40:03] 就感觉这两个narratives
[00:40:03 -> 00:40:04] 就好像在说
[00:40:04 -> 00:40:05] 两个不同的公司一样
[00:40:05 -> 00:40:06] 这是很不一样
[00:40:06 -> 00:40:08] 因为后面公司大的
[00:40:08 -> 00:40:10] 我觉得XAI是没有过
[00:40:10 -> 00:40:11] 那个阵痛期的
[00:40:11 -> 00:40:11] 是没有过那个
[00:40:11 -> 00:40:13] 从很小的
[00:40:13 -> 00:40:16] 很团结的一个startup
[00:40:16 -> 00:40:16] 变成一个
[00:40:16 -> 00:40:18] 需要靠体制来运转
[00:40:18 -> 00:40:19] 而不是靠人来运转
[00:40:19 -> 00:40:20] 大公司的状态
[00:40:20 -> 00:40:20] 它这个过程
[00:40:20 -> 00:40:21] 过度期的阵痛
[00:40:21 -> 00:40:22] 是没有很好的抚平掉
[00:40:22 -> 00:40:24] 所以产生了这些
[00:40:24 -> 00:40:25] 巨大的变化
[00:40:25 -> 00:40:26] 但有天它可能又会
[00:40:26 -> 00:40:28] 找到一个新的solution
[00:40:28 -> 00:40:29] 因为XAI还在那里
[00:40:29 -> 00:40:30] 新的人员
[00:40:30 -> 00:40:31] 在新的组织架构
[00:40:31 -> 00:40:32] 有天它可能会找到
[00:40:32 -> 00:40:32] 一个新的solution
[00:40:32 -> 00:40:33] 但是
[00:40:33 -> 00:40:34] 就是可能是一个
[00:40:34 -> 00:40:35] another company
[00:40:35 -> 00:40:37] 从人员上来看的话
[00:40:37 -> 00:40:37] 反正Elon还在
[00:40:37 -> 00:40:40] 对 这是最重要的
[00:40:40 -> 00:40:42] 然后又被SpaceX收了
[00:40:42 -> 00:40:42] 然后上市了
[00:40:42 -> 00:40:43] 对吧
[00:40:43 -> 00:40:44] 那这一段我觉得
[00:40:44 -> 00:40:45] 就是对组织架构的
[00:40:45 -> 00:40:46] 一些阵痛期
[00:40:46 -> 00:40:48] 因为你肯定有你的观察
[00:40:48 -> 00:40:49] 你觉得对你之后
[00:40:49 -> 00:40:50] 做startup
[00:40:50 -> 00:40:51] 因为你们现在
[00:40:51 -> 00:40:52] 也是几十个人
[00:40:52 -> 00:40:52] 对吧
[00:40:52 -> 00:40:53] 然后可能很快
[00:40:53 -> 00:40:54] 你们会剩百个人
[00:40:54 -> 00:40:55] 几百个人的一个规模
[00:40:55 -> 00:40:57] 会对你有什么样的
[00:40:57 -> 00:40:57] lesson learned吗
[00:40:57 -> 00:40:59] 有的有的
[00:40:59 -> 00:41:00] 我觉得我们现在
[00:41:00 -> 00:41:01] 就在一个很美好的时期
[00:41:01 -> 00:41:01] 其实我知道
[00:41:01 -> 00:41:02] 我们现在在一个
[00:41:02 -> 00:41:03] 很美好的时期
[00:41:03 -> 00:41:04] 就是这段时间
[00:41:04 -> 00:41:05] 大家会
[00:41:05 -> 00:41:07] 一定会成为他们以后
[00:41:07 -> 00:41:08] 就是我们所有人
[00:41:08 -> 00:41:08] 以后人生中
[00:41:08 -> 00:41:09] 非常珍贵的一段回忆
[00:41:09 -> 00:41:10] 但是我们也一定会
[00:41:10 -> 00:41:11] 面临那个挑战
[00:41:11 -> 00:41:12] skill up的挑战
[00:41:12 -> 00:41:12] 对
[00:41:12 -> 00:41:14] 就是你在人少的时候
[00:41:14 -> 00:41:15] 你是可以通过文化
[00:41:15 -> 00:41:17] 通过人的管理
[00:41:17 -> 00:41:18] 去实现运转的
[00:41:18 -> 00:41:20] 但你skill上去了之后
[00:41:20 -> 00:41:22] 其实文化就很脆弱了
[00:41:22 -> 00:41:23] 人也很脆弱了
[00:41:23 -> 00:41:24] 个人能力
[00:41:24 -> 00:41:25] 都会变得很脆弱
[00:41:25 -> 00:41:26] 那个时候
[00:41:26 -> 00:41:27] 你能不能把公司做大
[00:41:27 -> 00:41:28] 能不能把一件事情
[00:41:28 -> 00:41:28] drive好
