# 《一红16年，干啥啥赚钱？｜屠龙博士创业的秘密！》— 原始转录

> **节目**：课代表立正（B站 UP 主，UID 491306902）对谈 **屠龙博士**
> **来源**：B站 · BV1krM46BEpn · 发布 2026-07-07
> **时长**：1h35m18s（5718 秒）
> **下载**：opencli bilibili download（浏览器登录态；yt-dlp 被 B站 412 反爬拦截）
> **转录**：whisper.cpp / ggml-large-v3 / Metal 加速 / 4,502 段 / 32,090 汉字 / 语速 337 字/min
> **校验源**：B站官方字幕（2,860 条，opencli bilibili subtitle 拉取）——替代小宇宙 shownotes 的修正源角色

---

[00:00:00 --> 00:00:01]  有一个网红偷我们的用户讯息
[00:33:58 --> 00:34:00]  杀得一脸血一脸泥的时候
[00:34:00 --> 00:34:02]  别忘了兵书教你什么
[00:34:02 --> 00:34:03]  什么是最重要的
[00:34:03 --> 00:34:04]  对吧
[00:34:04 --> 00:34:06]  我觉得这个事是很重要的
[00:34:06 --> 00:34:06]  好
[00:34:06 --> 00:34:07]  那我们现在再说
[00:34:07 --> 00:34:08]  你说的这个事
[00:34:08 --> 00:34:09]  我这护品这公司
[00:34:09 --> 00:34:10]  第一年四千万
[00:34:10 --> 00:34:12]  第二年五千万
[00:34:12 --> 00:34:12]  第三年六千万
[00:34:12 --> 00:34:13]  就是在这趴着
[00:34:13 --> 00:34:14]  对吧
[00:34:14 --> 00:34:15]  然后呢
[00:34:15 --> 00:34:16]  到今年我知道
[00:34:16 --> 00:34:17]  肯定能破亿
[00:34:17 --> 00:34:19]  但是董事会都不相信我
[00:34:19 --> 00:34:20]  结果今年一届
[00:34:20 --> 00:34:21]  直接三千四百万
[00:34:21 --> 00:34:23]  就是干了以前半年的
[00:34:23 --> 00:34:24]  而且一季度大家知道
[00:34:24 --> 00:34:26]  对于电商来说是淡季
[00:34:26 --> 00:34:27]  所有人都问我
[00:34:27 --> 00:34:28]  今年做了什么
[00:34:28 --> 00:34:28]  怎么做到的
[00:34:28 --> 00:34:29]  什么之那的
[00:34:29 --> 00:34:31]  我说不是今年做了什么
[00:34:31 --> 00:34:33]  是过去三年
[00:34:33 --> 00:34:35]  一直在做正确的事情
[00:34:35 --> 00:34:37]  我的数据反馈
[00:34:37 --> 00:34:37]  都是正确的
[00:34:37 --> 00:34:39]  我的模型是基于
[00:34:39 --> 00:34:41]  这个non-linear东西
[00:34:41 --> 00:34:43]  我知道今年一定爆发
[00:34:43 --> 00:34:44]  只不过大家被
[00:34:44 --> 00:34:46]  线性模型捆住太久了
[00:34:46 --> 00:34:48]  所以你觉得爆发
[00:34:48 --> 00:34:50]  是很奇特的一件事情
[00:34:50 --> 00:34:51]  就像有很多人
[00:34:51 --> 00:34:52]  被线性模型困住太久了
[00:34:52 --> 00:34:53]  所以觉得川普当选
[00:34:53 --> 00:34:55]  是一件很奇怪的事情
[00:34:55 --> 00:34:56]  但实际上它不奇怪
[00:34:56 --> 00:35:00]  如果你的模型不是基于线性
[00:35:00 --> 00:35:02]  你就会看到它会爆发
[00:35:02 --> 00:35:04]  所以这就是为什么T-Lab一直说
[00:35:04 --> 00:35:06]  历史它永远不是八星的
[00:35:06 --> 00:35:07]  它是跳跃的
[00:35:07 --> 00:35:08]  只有你的鲤鱼
[00:35:08 --> 00:35:09]  真的跳龙门的那一刻
[00:35:09 --> 00:35:10]  你会回头解释
[00:35:10 --> 00:35:12]  它为什么这一次成功了
[00:35:12 --> 00:35:14]  但不是它这一次成功了
[00:35:14 --> 00:35:17]  是你以前做的很多事的因素
[00:35:17 --> 00:35:18]  都对上了
[00:35:18 --> 00:35:20]  你就是集齐了七颗
[00:35:20 --> 00:35:22]  龙珠终于那一刻召唤神龙了
[00:35:22 --> 00:35:24]  并不是召唤神龙那一刻怎么着
[00:35:24 --> 00:35:26]  而是你之前费尽
[00:35:26 --> 00:35:27]  集齐七颗龙珠
[00:35:27 --> 00:35:30]  那个时候虽然是辛苦泥泞
[00:35:30 --> 00:35:31]  且无聊
[00:35:31 --> 00:35:33]  但是你是在凑齐要素
[00:35:33 --> 00:35:34]  就水开的那一刻
[00:35:34 --> 00:35:36]  其实更重要的是前面一直在烧
[00:35:36 --> 00:35:38]  对前面一直在烧
[00:35:38 --> 00:35:40]  与那一刻发生了什么
[00:35:40 --> 00:35:41]  没啥关系
[00:35:41 --> 00:35:44]  可是我在做自己真正
[00:35:44 --> 00:35:46]  觉得很难的事情的时候
[00:35:46 --> 00:35:47]  我觉得难就难在于
[00:35:47 --> 00:35:50]  你不知道你在做的那件事是对是错
[00:35:50 --> 00:35:51]  我也觉得非常理解
[00:35:51 --> 00:35:52]  它是一个非线性的增长
[00:35:52 --> 00:35:53]  我觉得有这个模型
[00:35:53 --> 00:35:55]  但是仍然在下场的时候
[00:35:55 --> 00:35:57]  我很难判断
[00:35:57 --> 00:35:59]  就是你刚刚说的数据模型
[00:35:59 --> 00:36:01]  和做的这些事是正确的
[00:36:01 --> 00:36:02]  你是怎么样子
[00:36:02 --> 00:36:04]  在没有看到结果的时候
[00:36:04 --> 00:36:05]  就知道这件事是正确的
[00:36:05 --> 00:36:07]  和它一定能 lead to 那个结果
[00:36:07 --> 00:36:09]  烧水这件事大家都知道
[00:36:09 --> 00:36:10]  就是水烧它总是会开
[00:36:10 --> 00:36:12]  但是绝大多数事
[00:36:12 --> 00:36:13]  没这么简单对吧
[00:36:13 --> 00:36:15]  我觉得你一定要在失败中
[00:36:15 --> 00:36:17]  和错误中找到乐趣
[00:36:17 --> 00:36:20]  你的目标不是为了做正确的事情
[00:36:20 --> 00:36:20]  就是为了做正确的事情
[00:36:20 --> 00:36:21]  就比如你价值观是正确的
[00:36:21 --> 00:36:23]  你一定要做符合你价值观的事情
[00:36:23 --> 00:36:23]  对吧
[00:36:23 --> 00:36:25]  你比如说我认为我价值观
[00:36:25 --> 00:36:27]  是给中国家庭增加收入
[00:36:27 --> 00:36:28]  让大家更富裕
[00:36:28 --> 00:36:30]  所以说割老百姓韭菜的事
[00:36:30 --> 00:36:31]  不符合我价值观
[00:36:31 --> 00:36:33]  这东西我绝对不做
[00:36:33 --> 00:36:34]  你守住这些底线
[00:36:34 --> 00:36:34]  对吧
[00:36:34 --> 00:36:36]  你所说的正确与错误
[00:36:36 --> 00:36:37]  不是说你干了什么非法
[00:36:37 --> 00:36:39]  或者不符合你价值观的事情
[00:36:39 --> 00:36:41]  是说你在长久的努力
[00:36:41 --> 00:36:43]  你不知道最后能不能成功
[00:36:43 --> 00:36:43]  对吧
[00:36:43 --> 00:36:44]  我的想法就是说
[00:36:44 --> 00:36:46]  我个人心态
[00:36:46 --> 00:36:47]  我一直是这样想的
[00:36:47 --> 00:36:48]  我在想
[00:36:48 --> 00:36:50]  如果我曾经是这样想的
[00:36:50 --> 00:36:50]  就成功了
[00:36:50 --> 00:36:51]  就证明
[00:36:51 --> 00:36:53]  我把目标定低了
[00:36:53 --> 00:36:54]  你知道吧
[00:36:54 --> 00:36:55]  有很多人他不理解这点
[00:36:55 --> 00:36:56]  我以前在学生司团高管的时候
[00:36:56 --> 00:36:57]  有家长跟我说
[00:36:57 --> 00:36:59]  说这个我们孩子考双百
[00:36:59 --> 00:37:00]  什么这那的
[00:37:00 --> 00:37:01]  然后我就说
[00:37:01 --> 00:37:02]  你考双百的话
[00:37:02 --> 00:37:03]  你应该换学校了
[00:37:03 --> 00:37:05]  学校对孩子太简单了
[00:37:05 --> 00:37:07]  我家长觉得我说话太那种了
[00:37:07 --> 00:37:08]  但是我是真心这样认为的
[00:37:08 --> 00:37:10]  我认为就是
[00:37:10 --> 00:37:10]  有很多时候
[00:37:10 --> 00:37:12]  幸福来得太突然
[00:37:12 --> 00:37:14]  就是可能你把目标定低了
[00:37:14 --> 00:37:16]  你得在失败和错误中
[00:37:16 --> 00:37:17]  找到enjoyment
[00:37:17 --> 00:37:18]  enjoyment
[00:37:18 --> 00:37:19]  就是说
[00:37:19 --> 00:37:20]  人生是一个非常
[00:37:20 --> 00:37:21]  messy的过程
[00:37:21 --> 00:37:21]  你看
[00:37:21 --> 00:37:22]  你比如说
[00:37:22 --> 00:37:23]  你做对了一切事情
[00:37:23 --> 00:37:24]  结果它还是不增长
[00:37:24 --> 00:37:24]  或者说
[00:37:24 --> 00:37:26]  与你的目标很远
[00:37:26 --> 00:37:27]  那这个时候
[00:37:27 --> 00:37:28]  你比如说
[00:37:28 --> 00:37:28]  你就想
[00:37:28 --> 00:37:30]  那是我学习的机会
[00:37:30 --> 00:37:31]  那这个时候
[00:37:31 --> 00:37:32]  我就可以开始分析了
[00:37:32 --> 00:37:33]  就像你说的
[00:37:33 --> 00:37:35]  我每个视频
[00:37:35 --> 00:37:36]  平均新增70人
[00:37:36 --> 00:37:38]  那我这新增的70人
[00:37:38 --> 00:37:39]  是从哪来的
[00:37:39 --> 00:37:41]  这70个人的来源是什么
[00:37:41 --> 00:37:43]  这70个人的profile是什么
[00:37:43 --> 00:37:44]  这70个人
[00:37:44 --> 00:37:46]  如果新增他订阅我了
[00:37:46 --> 00:37:47]  他一定是喜欢我
[00:37:47 --> 00:37:49]  他没有分享的原因是什么
[00:37:49 --> 00:37:50]  是因为
[00:37:50 --> 00:37:51]  是否我做一个实验
[00:37:51 --> 00:37:52]  在下一个视频中说
[00:37:52 --> 00:37:54]  如果你们喜欢
[00:37:54 --> 00:37:55]  请你们分享给
[00:37:55 --> 00:37:57]  亲朋好友和其他热爱哲学的人
[00:37:57 --> 00:37:58]  我说这一话
[00:37:58 --> 00:38:00]  能带来多少分享
[00:38:00 --> 00:38:02]  大家愿不愿意免费的分享
[00:38:02 --> 00:38:04]  如果大家不愿意免费的分享的话
[00:38:04 --> 00:38:05]  我可以说
[00:38:05 --> 00:38:06]  如果你分享了10个人
[00:38:06 --> 00:38:08]  可以在我这换一个什么东西
[00:38:08 --> 00:38:09]  那会带来多少人
[00:38:09 --> 00:38:10]  你把它当做一个
[00:38:10 --> 00:38:12]  你做experiment的基础
[00:38:12 --> 00:38:14]  我不是说该是你的business
[00:38:14 --> 00:38:16]  我是说如果是我
[00:38:16 --> 00:38:17]  我做你这个东西的话
[00:38:17 --> 00:38:18]  我会想这个东西
[00:38:18 --> 00:38:19]  它的成功
[00:38:19 --> 00:38:20]  不在于
[00:38:20 --> 00:38:21]  你找到一个蓝海
[00:38:21 --> 00:38:23]  不在于你找到一个idea
[00:38:23 --> 00:38:24]  成功在于
[00:38:24 --> 00:38:26]  你每天都去找蓝海
[00:38:26 --> 00:38:28]  每天都找新的idea
[00:38:28 --> 00:38:29]  我们经常做电商
[00:38:29 --> 00:38:30]  也有这样的问题
[00:38:30 --> 00:38:31]  有些人他把你的东西
[00:38:31 --> 00:38:32]  放进购物车了
[00:38:32 --> 00:38:33]  但他没有下单
[00:38:33 --> 00:38:35]  放购物车的人
[00:38:35 --> 00:38:35]  比下单率
[00:38:35 --> 00:38:37]  他总是会有一些比值的
[00:38:37 --> 00:38:38]  比如说
[00:38:38 --> 00:38:39]  我有一个很贵的品牌
[00:38:39 --> 00:38:40]  我有一个很便宜的品牌
[00:38:40 --> 00:38:41]  我很便宜的这个品牌
[00:38:41 --> 00:38:43]  最近我就很不满意
[00:38:43 --> 00:38:46]  平均每天有26个人放购物车
[00:38:46 --> 00:38:47]  这个品牌还没做起来
[00:38:47 --> 00:38:49]  平均每天有26个人放购物车
[00:38:49 --> 00:38:50]  但只有
[00:38:50 --> 00:38:50]  4个人下单了
[00:38:50 --> 00:38:52]  那我就想
[00:38:52 --> 00:38:53]  他这品牌很便宜啊
[00:38:53 --> 00:38:55]  他是100多块钱人民币的
[00:38:55 --> 00:38:56]  如果你是5000多块钱
[00:38:56 --> 00:38:57]  人民币那个品牌
[00:38:57 --> 00:38:59]  你有26个人放购物车
[00:38:59 --> 00:38:59]  4个人下单了
[00:38:59 --> 00:39:00]  我很能理解
[00:39:00 --> 00:39:02]  因为这就证明
[00:39:02 --> 00:39:02]  他太贵了
[00:39:02 --> 00:39:03]  他再想想
[00:39:03 --> 00:39:04]  但为什么这么100块钱
[00:39:04 --> 00:39:05]  人民币的品牌
[00:39:05 --> 00:39:05]  他放了购物车
[00:39:05 --> 00:39:06]  他都没有下单呢
[00:39:06 --> 00:39:08]  我就跟运营的说
[00:39:08 --> 00:39:09]  这就是你工作的失职
[00:39:09 --> 00:39:10]  你要分析
[00:39:10 --> 00:39:11]  剩下的22个人
[00:39:11 --> 00:39:11]  为什么没下单
[00:39:11 --> 00:39:13]  他是在等活动
[00:39:13 --> 00:39:15]  还是在犹豫
[00:39:15 --> 00:39:16]  你的哪个成分
[00:39:16 --> 00:39:17]  你要把这个关系
[00:39:17 --> 00:39:17]  给理清楚
[00:39:17 --> 00:39:19]  理清楚之后
[00:39:19 --> 00:39:19]  你才能下
[00:39:19 --> 00:39:20]  下一个运营动作
[00:39:20 --> 00:39:22]  所以有很多时候
[00:39:22 --> 00:39:24]  80%的功夫是在诊断
[00:39:24 --> 00:39:25]  数据分析
[00:39:25 --> 00:39:26]  他不是说第一步
[00:39:26 --> 00:39:27]  说我想好第一步
[00:39:27 --> 00:39:29]  然后我就一个月不动了
[00:39:29 --> 00:39:30]  有的时候
[00:39:30 --> 00:39:31]  我们做数据分析
[00:39:31 --> 00:39:31]  想好第一步
[00:39:31 --> 00:39:32]  他是这个非现金增长
[00:39:32 --> 00:39:34]  但是我们每天
[00:39:34 --> 00:39:36]  都得拿数据来分析一下
[00:39:36 --> 00:39:37]  不是说给大家开常会
[00:39:37 --> 00:39:38]  而是说
[00:39:38 --> 00:39:39]  你给我分析一下
[00:39:39 --> 00:39:40]  为什么这么多人
[00:39:40 --> 00:39:40]  放购物车了
[00:39:40 --> 00:39:41]  没下单
[00:39:41 --> 00:39:42]  你给我分析一下
[00:39:42 --> 00:39:44]  为什么每个视频
[00:39:44 --> 00:39:45]  都有70人增长
[00:39:45 --> 00:39:46]  这70人是来自哪
[00:39:46 --> 00:39:47]  谁推荐的
[00:39:47 --> 00:39:47]  为什么
[00:39:47 --> 00:39:49]  然后这70人
[00:39:49 --> 00:39:49]  的渠道
[00:39:49 --> 00:39:50]  我们能扩大吗
[00:39:50 --> 00:39:51]  哪些是个dead end
[00:39:51 --> 00:39:52]  他扩大不了的
[00:39:52 --> 00:39:53]  哪些我们能扩大
[00:39:53 --> 00:39:54]  我们能通过
[00:39:54 --> 00:39:55]  简单的在视频上
[00:39:55 --> 00:39:56]  换个封面
[00:39:56 --> 00:39:58]  或者在评论区说
[00:39:58 --> 00:39:59]  请大家帮我推荐一下
[00:39:59 --> 00:40:01]  这样简单的语言
[00:40:01 --> 00:40:03]  就能帮大家挤来吗
[00:40:03 --> 00:40:03]  对吧
[00:40:03 --> 00:40:05]  这些都是一个实验
[00:40:05 --> 00:40:06]  所以我认为
[00:40:06 --> 00:40:06]  就是说
[00:40:06 --> 00:40:08]  我问竞争对手
[00:40:08 --> 00:40:08]  在干什么
[00:40:08 --> 00:40:09]  我从来不看竞争对手
[00:40:09 --> 00:40:10]  在干什么
[00:40:10 --> 00:40:10]  问我自己
[00:40:10 --> 00:40:11]  问用户
[00:40:11 --> 00:40:13]  他们想要什么
[00:40:13 --> 00:40:14]  问用户
[00:40:14 --> 00:40:15]  他们为什么不这样做
[00:40:15 --> 00:40:17]  我如果让他们帮个忙
[00:40:17 --> 00:40:18]  ask a small favor
[00:40:18 --> 00:40:19]  他们愿不愿意
[00:40:19 --> 00:40:19]  他们愿意帮忙
[00:40:19 --> 00:40:20]  问用户
[00:40:20 --> 00:40:21]  我觉得这个可能是
[00:40:21 --> 00:40:23]  你做任何产品和服务
[00:40:23 --> 00:40:24]  都需要有个素质
[00:40:24 --> 00:40:25]  就每天都得想
[00:40:25 --> 00:40:26]  每天
[00:40:26 --> 00:40:28]  跟大家分享一个好消息
[00:40:28 --> 00:40:29]  我们社区的app
[00:40:29 --> 00:40:30]  Super Linear Academy
[00:40:30 --> 00:40:31]  正式上线了
[00:40:31 --> 00:40:32]  这个app里边
[00:40:32 --> 00:40:33]  现在已经汇聚了
[00:40:33 --> 00:40:34]  一万五千多个
[00:40:34 --> 00:40:35]  AI的先行者和实战派
[00:40:35 --> 00:40:36]  你可以看到
[00:40:36 --> 00:40:37]  像你一样的人
[00:40:37 --> 00:40:39]  是怎么样子克服困难
[00:40:39 --> 00:40:40]  用AI把他们的想法
[00:40:40 --> 00:40:41]  变成现实
[00:40:41 --> 00:40:43]  很多人在这个社区里边
[00:40:43 --> 00:40:43]  还找到了
[00:40:43 --> 00:40:44]  宝贵的种子用户
[00:40:44 --> 00:40:46]  一步一步用AI
[00:40:46 --> 00:40:47]  帮助他们赚到了钱
[00:40:47 --> 00:40:47]  完成了商业化
[00:40:47 --> 00:40:48]  我们社区里边
[00:40:49 --> 00:40:50]  还有非常深度的基础文章
[00:40:50 --> 00:40:51]  定期举办的活动
[00:40:51 --> 00:40:53]  以及招聘和合作的板块
[00:40:53 --> 00:40:54]  我自己已经使用
[00:40:54 --> 00:40:55]  这个app三个月了
[00:40:55 --> 00:40:57]  我发现它非常有效的
[00:40:57 --> 00:40:57]  取代了我刷
[00:40:57 --> 00:40:59]  其他社交媒体的时间
[00:40:59 --> 00:41:00]  让我可以把更多
[00:41:00 --> 00:41:01]  碎片化的时间
[00:41:01 --> 00:41:02]  用来学习
[00:41:02 --> 00:41:03]  怎么样子用AI
[00:41:03 --> 00:41:05]  而且跟很多真实的人
[00:41:05 --> 00:41:05]  产生了链接
[00:41:05 --> 00:41:06]  也减少了
[00:41:06 --> 00:41:08]  我在AI时代的焦虑
[00:41:08 --> 00:41:08]  2026年
[00:41:08 --> 00:41:09]  是我们专心增长
[00:41:09 --> 00:41:11]  这个app和社区的一年
[00:41:11 --> 00:41:12]  所以说我刚刚所说的
[00:41:12 --> 00:41:12]  所有东西
[00:41:12 --> 00:41:14]  都是免费开放给大家的
[00:41:14 --> 00:41:15]  如果你是我们
[00:41:15 --> 00:41:15]  课程学员的话
[00:41:15 --> 00:41:16]  就更推荐
[00:41:16 --> 00:41:17]  你去下载这个app了
[00:41:17 --> 00:41:18]  随时随地
[00:41:18 --> 00:41:19]  在手机里边
[00:41:19 --> 00:41:19]  就可以看到
[00:41:19 --> 00:41:20]  我们课程的内容
[00:41:20 --> 00:41:21]  会非常的方便
[00:41:21 --> 00:41:22]  那好
[00:41:22 --> 00:41:23]  记得打开app store
[00:41:23 --> 00:41:25]  下载superlinearacademy
[00:41:25 --> 00:41:26]  或者访问网站
[00:41:26 --> 00:41:27]  superlinear.academy
[00:41:27 --> 00:41:28]  我们社区里见
[00:41:28 --> 00:41:29]  那你在招人
[00:41:29 --> 00:41:30]  或者说是
[00:41:30 --> 00:41:32]  找人去做这些事情上
[00:41:32 --> 00:41:32]  你有什么心得
[00:41:32 --> 00:41:33]  包括建议
[00:41:33 --> 00:41:34]  还是你觉得
[00:41:34 --> 00:41:35]  你自己可以去做
[00:41:35 --> 00:41:37]  我有一个大多数团队
[00:41:37 --> 00:41:38]  国内大多数团队
[00:41:38 --> 00:41:39]  硅谷咱不敢说了
[00:41:39 --> 00:41:40]  我觉得我有一个
[00:41:40 --> 00:41:42]  比国内大多数团队
[00:41:42 --> 00:41:43]  牛逼的团队
[00:41:43 --> 00:41:44]  非常牛逼
[00:41:44 --> 00:41:45]  怎么得到的
[00:41:45 --> 00:41:47]  我觉得你看人准
[00:41:47 --> 00:41:48]  是一方面
[00:41:48 --> 00:41:50]  你得找一群人
[00:41:50 --> 00:41:50]  他的价值
[00:41:50 --> 00:41:51]  是跟你一样的
[00:41:51 --> 00:41:52]  因为我们在创业的时候
[00:41:52 --> 00:41:53]  工资不是很高的
[00:41:53 --> 00:41:53]  对吧
[00:41:53 --> 00:41:56]  我尽量不亏待别人
[00:41:56 --> 00:41:56]  但是我们不可能
[00:41:56 --> 00:41:58]  跟大厂去比工资的
[00:41:58 --> 00:41:59]  所以在这个过程中
[00:41:59 --> 00:42:01]  我觉得我要找一群人
[00:42:01 --> 00:42:03]  这群人坚定地认为
[00:42:03 --> 00:42:04]  我们在学习
[00:42:04 --> 00:42:05]  这个东西的过程中
[00:42:05 --> 00:42:07]  我们积攒的无形资产
[00:42:07 --> 00:42:08]  就是我们明白的事情
[00:42:08 --> 00:42:10]  会比金钱更重要
[00:42:10 --> 00:42:12]  有很多人特别着急变现
[00:42:12 --> 00:42:13]  当然我给他们发工资
[00:42:13 --> 00:42:15]  肯定是远够他们生活的
[00:42:15 --> 00:42:16]  但有些人特别着急变现
[00:42:16 --> 00:42:17]  说我要有能力
[00:42:17 --> 00:42:18]  我干嘛跟你这呢
[00:42:18 --> 00:42:20]  我就一定要去找
[00:42:20 --> 00:42:21]  大厂什么这那的
[00:42:21 --> 00:42:21]  我要变现
[00:42:21 --> 00:42:22]  那如果你发现
[00:42:22 --> 00:42:23]  这个人有这样的价值观
[00:42:23 --> 00:42:25]  你就别把他招进来
[00:42:25 --> 00:42:27]  因为有很多人
[00:42:27 --> 00:42:28]  很在意有形的东西
[00:42:28 --> 00:42:30]  他不在意无形的东西
[00:42:30 --> 00:42:30]  你知道吧
[00:42:30 --> 00:42:32]  这是人之常情
[00:42:32 --> 00:42:34]  我认识很多好朋友
[00:42:34 --> 00:42:35]  就是你比如说
[00:42:35 --> 00:42:36]  我挣了钱
[00:42:36 --> 00:42:37]  我都攒起来
[00:42:37 --> 00:42:38]  去创业什么的
[00:42:38 --> 00:42:39]  比如说我挣了一百万
[00:42:39 --> 00:42:42]  我不如给大家都去发红包
[00:42:42 --> 00:42:43]  让大家去学习
[00:42:43 --> 00:42:45]  我说你们要去参加什么展会
[00:42:45 --> 00:42:46]  去学习什么东西
[00:42:46 --> 00:42:47]  我给你们报销
[00:42:47 --> 00:42:48]  我还给我每个员工
[00:42:48 --> 00:42:49]  每年的一个钱
[00:42:49 --> 00:42:51]  说你要想参加什么学习
[00:42:51 --> 00:42:51]  你要买什么书
[00:42:51 --> 00:42:53]  你可以从这个预算里头去报销
[00:42:53 --> 00:42:54]  我鼓励你们学习
[00:42:54 --> 00:42:55]  我把钱都用在这个方面
[00:42:55 --> 00:42:57]  我即便穷的时候
[00:42:57 --> 00:42:58]  我也花很多钱买书
[00:42:58 --> 00:42:59]  但是我发现有些人
[00:42:59 --> 00:43:00]  他特别在意有形的东西
