# 转录元数据
# 节目: 得到《长谈》第64期（B站转载，UP主：商业成长）
# 标题: 64｜程乐松×脱不花：活得哲学一点
# 嘉宾: 程乐松（北京大学哲学系主任）/ 主持: 脱不花
# 发布: 2026-09-05 10:00 (B站) / 时长: 2h55m58s (10558s)
# 下载: opencli bilibili download BV1B24667EQH (480p, 342MB)
# 音频: ffmpeg 提取 mono 16kHz 128k mp3, 161MB
# 转录: whisper.cpp ggml-large-v3 Metal --vad (silero v6.2.0), 2026-09-11
# 段数: 4466 / 汉字: 51130 / 语速: 291字/min
# 校验源: B站官方中文字幕(4652条, 52591汉字, 亦为ASR产物仅供交叉校验)
[01:10:44 -> 01:10:47] 虽然可能在学术共同体里面
[01:10:47 -> 01:10:48] 就是大家不会认为
[01:10:48 -> 01:10:51] 中翻中的工作没有价值
[01:10:51 -> 01:10:52] 必须负责人的价
[01:10:52 -> 01:10:53] 在我们学术共同体里面
[01:10:53 -> 01:10:54] 我刚才说的这四个问题
[01:10:54 -> 01:10:56] 可能也不是有共识的
[01:10:56 -> 01:10:57] 我相信一定没有
[01:10:57 -> 01:10:58] 不用可能
[01:10:58 -> 01:10:59] 一定没有
[01:10:59 -> 01:11:00] 我也是了解你们
[01:11:00 -> 01:11:02] 他们肯定会觉得
[01:11:02 -> 01:11:06] 你其实这四个问题实在是过于浅薄了
[01:11:06 -> 01:11:06] 肯定会这么想
[01:11:06 -> 01:11:07] 没有复杂的论证
[01:11:07 -> 01:11:11] 你比如说你没有提到关于本质的问题
[01:11:11 -> 01:11:12] 对吧
[01:11:12 -> 01:11:15] 你没有提到关于时间和空间的问题
[01:11:15 -> 01:11:16] 没有提到这种概念框架的问题
[01:11:16 -> 01:11:18] 你没有提到这些问题
[01:11:18 -> 01:11:21] 那这个是是是呃
[01:11:21 -> 01:11:23] 可能是每个人视角不同
[01:11:23 -> 01:11:24] 而且呢
[01:11:24 -> 01:11:24] 嗯
[01:11:24 -> 01:11:30] 我们的学科实际上就在鼓励大家以不同的方式去思考
[01:11:30 -> 01:11:31] 嗯
[01:11:31 -> 01:11:33] 我觉得这是学术共同体里面的规则
[01:11:33 -> 01:11:37] 但是我想说的就是我们人民还是需要人民的哲学家
[01:11:37 -> 01:11:40] 因为否则的话大家都在学术共同体里面卷
[01:11:40 -> 01:11:41] 那对于我们群众来说
[01:11:41 -> 01:11:43] 我们觉得哲学家已经不跟我们对话了
[01:11:43 -> 01:11:46] 对你们哲学家发表的每一篇文章
[01:11:46 -> 01:11:49] 然后你们讲的每一次学术会议上讲话
[01:11:49 -> 01:11:50] 我们都听不懂
[01:11:50 -> 01:11:51] 看不懂
[01:11:51 -> 01:11:51] 那就是回到
[01:11:51 -> 01:11:52] 你说的那个问题
[01:11:52 -> 01:11:56] 那我们为什么要去支持这个学科
[01:11:56 -> 01:11:56] 对不对
[01:11:56 -> 01:11:57] 为什么还需要这个学科
[01:11:57 -> 01:12:00] 对所以我是觉得说我们事实上在不同的阶段
[01:12:00 -> 01:12:03] 我们都需要有人站出来去告诉普通人说
[01:12:03 -> 01:12:07] 其实我们哲学们还是关心大家的
[01:12:07 -> 01:12:09] 其实我们其实其实我们中国人哈
[01:12:09 -> 01:12:16] 我们中国中国人的传统的这个精神生活始终是强调安身立命的
[01:12:16 -> 01:12:21] 而且这种安身立命的是我们中国的古代文人啊
[01:12:21 -> 01:12:22] 终其一生
[01:12:22 -> 01:12:28] 呃当做最核心的啊精神生活的任务去呃完成的所以呢
[01:12:28 -> 01:12:30] 在中国传统的意义上来说
[01:12:30 -> 01:12:34] 文人他并没有一个叫做哲学的这么一个学科在支撑着
[01:12:34 -> 01:12:41] 而且他们的知识结构里也不存在哲学历史文学啊什么的区别没有对他们来说呢
[01:12:41 -> 01:12:43] 实际上是三个东西
[01:12:43 -> 01:12:45] 第一个就是傻傻应对啊
[01:12:45 -> 01:12:46] 第二个呢
[01:12:46 -> 01:12:51] 就是如何从那个日用人伦能够感触到天地之道啊
[01:12:51 -> 01:12:52] 那么第三个呢
[01:12:52 -> 01:12:56] 就是如何找到一种准确且雅致的表达
[01:12:56 -> 01:12:58] 对他们来说这个就是核心了
[01:12:58 -> 01:12:58] 是对吧
[01:12:58 -> 01:13:00] 你你看东坡啊
[01:13:00 -> 01:13:01] 你看杨明啊
[01:13:01 -> 01:13:03] 啊你看李白他们都是这样啊
[01:13:03 -> 01:13:05] 可能有些人在表达能力上更强
[01:13:05 -> 01:13:10] 有些人可能在这种这种这种呃体体会天地之道的能力上更强
[01:13:10 -> 01:13:12] 有些人可能在日用人伦方面更强
[01:13:12 -> 01:13:14] 但如果你在这三个方面都很好
[01:13:14 -> 01:13:18] 那么你可能就是我们所说的完人圣人对吧
[01:13:18 -> 01:13:19] 而且呢
[01:13:19 -> 01:13:22] 我认为中国人对于自己的安身立命能力是有一种
[01:13:22 -> 01:13:24] 有一种死忠的谦卑的
[01:13:24 -> 01:13:30] 你看几乎任何一个被我们中国的传统经传统的学术认为是圣人的人
[01:13:30 -> 01:13:33] 他可活着都从来没说过自己是圣人
[01:13:33 -> 01:13:37] 而且你看那个杨明先生说此心光明夫妇何求
[01:13:37 -> 01:13:42] 这个时候你知道他其实是一种释然
[01:13:42 -> 01:13:46] 不是一种我获得了极高的精神境界以后那种得意的样子
[01:13:46 -> 01:13:47] 没有吧
[01:13:47 -> 01:13:49] 他就是他他不认为这是一种成就
[01:13:49 -> 01:13:51] 这其实是一种释然啊
[01:13:51 -> 01:13:53] 他始终念之在之的东西
[01:13:53 -> 01:13:53] 他觉得
[01:13:53 -> 01:13:55] 他已经在这里了
[01:13:55 -> 01:13:58] 那么就那对他来讲就你说这是一种理想状态
[01:13:58 -> 01:14:01] 但他至少不会有一种强烈的成就感
[01:14:01 -> 01:14:04] 给自己一个论证
[01:14:04 -> 01:14:06] 而且他在农场舞蹈的时候
[01:14:06 -> 01:14:07] 我想他应该是什么
[01:14:07 -> 01:14:09] 他应该就是困顿到了极点
[01:14:09 -> 01:14:12] 然后他突然豁然贯通了
[01:14:12 -> 01:14:14] 那个贯通就像我说的
[01:14:14 -> 01:14:16] 他其实是给自己那个开关搬过来
[01:14:16 -> 01:14:18] 对他来讲这个东西重不重要
[01:14:18 -> 01:14:20] 重重要
[01:14:20 -> 01:14:21] 但对于我们而言
[01:14:21 -> 01:14:25] 他给了我们一个不可能在别人身上得到的典范
[01:14:25 -> 01:14:27] 这是他的价值
[01:14:27 -> 01:14:29] 但这这并不是他的本心
[01:14:29 -> 01:14:31] 没错对吧
[01:14:31 -> 01:14:43] 我看到您在这个致辞里面跟学生们也去发出了这样一个祝福
[01:14:43 -> 01:14:46] 就祝福人们可以活的哲学一些
[01:14:46 -> 01:14:47] 哎呦
[01:14:47 -> 01:14:49] 我觉得因为你哲学家长期已经不说人话了
[01:14:49 -> 01:14:52] 必须请你自己来翻译一下
[01:14:52 -> 01:14:54] 就什么样的活法接近你的这个祝福
[01:14:54 -> 01:14:57] 我觉得我可以分两个方面来讲
[01:14:57 -> 01:15:03] 我其实觉得活的哲学一点的一个根本的形式是阅读
[01:15:03 -> 01:15:04] 阅读这么具体
[01:15:04 -> 01:15:06] 对就是阅读
[01:15:06 -> 01:15:12] 就是我认为一个一个人应该去我反反复复的强调
[01:15:12 -> 01:15:13] 在不同的场合我都强调
[01:15:13 -> 01:15:17] 我说没有比阅读更好的这个精神生活的方式
[01:15:17 -> 01:15:20] 而且也没有比阅读更好的
[01:15:20 -> 01:15:22] 让自己的生活平和下来的方式
[01:15:22 -> 01:15:26] 因为特别是越古典的阅读
[01:15:26 -> 01:15:28] 他越经过的时间的考验
[01:15:28 -> 01:15:30] 在时间中沉淀出来了
[01:15:30 -> 01:15:33] 而且他能已经被证明了被在一代一代人的
[01:15:33 -> 01:15:35] 精神生活里都能够引发引发共鸣
[01:15:35 -> 01:15:38] 他才会显示出经典的那种倦勇感
[01:15:38 -> 01:15:39] 是吧
[01:15:39 -> 01:15:41] 所以我认为阅读是最核心的东西
[01:15:41 -> 01:15:43] 就是什么叫活的哲学一点
[01:15:43 -> 01:15:46] 就是应该去展开严肃阅读
[01:15:46 -> 01:15:47] 展开严肃阅读
[01:15:47 -> 01:15:49] 那我觉得这是第一个方面
[01:15:49 -> 01:15:52] 第二个方面就是活的哲学一点的意思是什么
[01:15:52 -> 01:15:58] 就是不要太快的接纳任何意义上的断言和权衬判断
[01:15:58 -> 01:16:02] 就是你始终保持一点点怀疑
[01:16:02 -> 01:16:03] 就有个人跟你说这个事的时候
[01:16:03 -> 01:16:05] 你先怀疑一下对吧
[01:16:05 -> 01:16:08] 那比如说刚才华同学你说
[01:16:08 -> 01:16:12] 你说你现在这个也是代表着哲学界
[01:16:12 -> 01:16:14] 好像代表哲学这个学科
[01:16:14 -> 01:16:16] 也像公众发言其实也是有价值的
[01:16:16 -> 01:16:20] 你这个话我就会第一反应就是说要跳回来
[01:16:20 -> 01:16:22] 我说其实在学术共同体里面
[01:16:22 -> 01:16:23] 大家可能不是这么看
[01:16:23 -> 01:16:24] 这样的话呢
[01:16:24 -> 01:16:27] 实际上你会看问题看得更全面一点
[01:16:27 -> 01:16:34] 然后不至于太快的滑向一种相对偏激的情绪
[01:16:34 -> 01:16:36] 就是你有情绪不是错
[01:16:36 -> 01:16:39] 我认为是偏激的情绪是错
[01:16:39 -> 01:16:42] 而且你被某种话语引导出来的偏激情绪
[01:16:42 -> 01:16:45] 这个我把它理解为什么
[01:16:45 -> 01:16:47] 就是说它是一种情绪冗余状态
[01:16:47 -> 01:16:49] 情绪冗余
[01:16:49 -> 01:16:53] 对就是其实是你根本不需要这么激烈的反应
[01:16:53 -> 01:16:54] 你比如说现在互联网上
[01:16:54 -> 01:16:57] 他为什么他的表述方式相对极化
[01:16:57 -> 01:16:58] 其实就是情绪冗余
[01:16:58 -> 01:17:00] 我说情绪冗余什么意思
[01:17:00 -> 01:17:03] 就是说因为隔着屏幕的时候
[01:17:03 -> 01:17:04] 我们是不能够看到
[01:17:04 -> 01:17:06] 对方的情绪反应的
[01:17:06 -> 01:17:09] 所以他只能用话语去完成情绪表达
[01:17:09 -> 01:17:10] 其实人除了话语以外
[01:17:10 -> 01:17:12] 有很多种情绪表达的方式的
[01:17:12 -> 01:17:15] 一个眼神一个动作
[01:17:15 -> 01:17:17] 甚至是说一个转身
[01:17:17 -> 01:17:19] 他可能都是一种情绪表达对吗
[01:17:19 -> 01:17:21] 但是我们在互联网上
[01:17:21 -> 01:17:23] 你只能用话语去表达
[01:17:23 -> 01:17:26] 那么话语必须把它激化
[01:17:26 -> 01:17:28] 你才能把你的情绪表达的比较清楚
[01:17:28 -> 01:17:30] 而且这种激化呢
[01:17:30 -> 01:17:32] 是很容易造成一种什么
[01:17:32 -> 01:17:35] 造成一种我的立场鲜明
[01:17:35 -> 01:17:35] 以及我会怀疑
[01:17:35 -> 01:17:37] 你会不会获得正反馈
[01:17:37 -> 01:17:40] 就是正反馈是来自于激化表达的
[01:17:40 -> 01:17:43] 或者说那种共鸣性的正反馈
[01:17:43 -> 01:17:45] 是来自于激化表达的
[01:17:45 -> 01:17:47] 所以我们其实在一定程度上
[01:17:47 -> 01:17:51] 要区分出来这个孤独和寂寞
[01:17:51 -> 01:17:53] 其实在我看来
[01:17:53 -> 01:17:55] 一个有严肃阅读
[01:17:55 -> 01:17:58] 且明确的知道自己的精神生活状况的人
[01:17:58 -> 01:17:59] 他可以是孤独的
[01:17:59 -> 01:18:01] 但他不会太寂寞
[01:18:01 -> 01:18:03] 但是如果你始终住在一种
[01:18:03 -> 01:18:06] 不能忍受孤独的状态里的话
[01:18:06 -> 01:18:09] 你可能是处在一种精神意义上的寂寞中
[01:18:09 -> 01:18:13] 你很希望得到别人的这个反应
[01:18:13 -> 01:18:16] 其实比如说我把我自己关在办公室里
[01:18:16 -> 01:18:18] 如果好久没有人给我反应的话
[01:18:18 -> 01:18:20] 我挺高兴的
[01:18:20 -> 01:18:22] 对 但是现在其实对于大家来说
[01:18:22 -> 01:18:23] 这件事越来越难了
[01:18:23 -> 01:18:25] 对吧 你每发出一个朋友圈
[01:18:25 -> 01:18:26] 都会忍不住的想去看
[01:18:26 -> 01:18:27] 过几分钟看有多少人点赞
[01:18:27 -> 01:18:30] 有多少人东西给我回应了
[01:18:30 -> 01:18:32] 那当这种社交媒体的使用
[01:18:32 -> 01:18:35] 是从青少年时期开始的时候
[01:18:35 -> 01:18:36] 那就是对正反馈的需求
[01:18:36 -> 01:18:38] 就会进入依赖
[01:18:38 -> 01:18:39] 然后以及就是
[01:18:39 -> 01:18:41] 这就不是孤独反思了
[01:18:41 -> 01:18:43] 我就是缺乏审视
[01:18:43 -> 01:18:45] 而且实际上我们是被塑造的
[01:18:45 -> 01:18:47] 我们是被一种生活环境塑造的
[01:18:47 -> 01:18:49] 我们被一种行为方式塑造的
[01:18:49 -> 01:18:50] 你比如说
[01:18:50 -> 01:18:52] 现在的这帮小朋友
[01:18:52 -> 01:18:56] 可能其实就是社交媒体时代的原住民
[01:18:56 -> 01:18:58] 所以他们对于社交的理解
[01:18:58 -> 01:18:59] 就是这个样子
[01:18:59 -> 01:19:02] 那我们能对他进行多大的要求
[01:19:02 -> 01:19:05] 我觉得可能是这样的一种状态
[01:19:05 -> 01:19:06] 就是说
[01:19:06 -> 01:19:09] 如果他自己觉得不是了
[01:19:09 -> 01:19:11] 可能我们需要帮助他
[01:19:11 -> 01:19:14] 但如果他自己并没有觉得不是的情况下
[01:19:14 -> 01:19:16] 我们倒不用像看怪物一样看着他
[01:19:16 -> 01:19:17] 因为你一旦
[01:19:17 -> 01:19:19] 你用看怪物的方式看着他的时候
[01:19:19 -> 01:19:22] 其实他也用看怪物的方式看着你
[01:19:22 -> 01:19:24] 而你获得了一种
[01:19:24 -> 01:19:27] 你自以为把他当怪物看的那个视角
[01:19:27 -> 01:19:29] 原因是什么
[01:19:29 -> 01:19:30] 是因为你年龄比他大
[01:19:30 -> 01:19:35] 你在社会意义上拥有的社会话语权比他大
[01:19:35 -> 01:19:37] 实际上这是一种话语性压迫
[01:19:37 -> 01:19:39] 我不知道我说明白
[01:19:39 -> 01:19:40] 比如说我比你有经验
[01:19:40 -> 01:19:41] 所以你这个是错的
[01:19:41 -> 01:19:45] 其实某种程度上说他从小就是这么活着的
[01:19:45 -> 01:19:47] 你能够说从小这么活着是错吗
[01:19:47 -> 01:19:49] 你比如说我举个例子
[01:19:49 -> 01:19:52] 现在人很少手洗衣服了
[01:19:52 -> 01:19:55] 那你说他从小就是用洗衣机洗的
[01:19:55 -> 01:19:57] 你能说这叫懒吗
[01:19:57 -> 01:19:59] 你好像也不能这么说吧
[01:19:59 -> 01:19:59] 对吧
[01:19:59 -> 01:20:01] 你比如说我现在的大部分学生
[01:20:01 -> 01:20:04] 他们都不太读纸质书了
[01:20:04 -> 01:20:06] 但是我就觉得你不读纸书不行的
[01:20:06 -> 01:20:09] 这个就是明显的跌位
[01:20:09 -> 01:20:10] 和登位就来了对吧
[01:20:10 -> 01:20:16] 那是因为你的生活习惯和你的进入这样的一种生活的时候的外部环境
[01:20:16 -> 01:20:18] 决定你的行为方式
[01:20:18 -> 01:20:20] 所以在某种程度上来说
[01:20:20 -> 01:20:22] 你要去这么反思的
[01:20:22 -> 01:20:26] 当然了这并不是说我们就完全放任
[01:20:26 -> 01:20:26] 不是这个意思
[01:20:26 -> 01:20:30] 而是说我们有义务去提示不同代际的人
[01:20:30 -> 01:20:33] 我们的生活方式和你有什么不同
[01:20:33 -> 01:20:36] 你可以来也来观察一下我们的生活方式
[01:20:36 -> 01:20:37] 提供某种可能性
[01:20:37 -> 01:20:37] 对
[01:20:37 -> 01:20:37] 对吧
[01:20:37 -> 01:20:39] 就是我们负责任的方式
[01:20:39 -> 01:20:40] 应该是什么
[01:20:40 -> 01:20:44] 应该是提供可能性
[01:20:44 -> 01:20:46] 最多提供建议
[01:20:46 -> 01:20:50] 但在任何时候都不要给出价值评价
[01:20:50 -> 01:20:54] 和一种基于价值评价的行动性引导
[01:20:54 -> 01:20:56] 我认为那是一种压迫
[01:20:56 -> 01:20:59] 而且公众开始已经意识到这种表达性平权
[01:20:59 -> 01:21:01] 实际上是我们这个时代
[01:21:01 -> 01:21:03] 可能给我们带来的最大的时代红利
[01:21:03 -> 01:21:08] 就是说我不再轻易的将我的表达权让渡给别人
[01:21:08 -> 01:21:10] 而且我也不再轻易的去接受
[01:21:10 -> 01:21:13] 表达优先权所带来的话语压迫
[01:21:13 -> 01:21:15] 我不去做这个事了
[01:21:15 -> 01:21:15] 是吧
[01:21:15 -> 01:21:18] 所以获得在建制意义上
[01:21:18 -> 01:21:19] 获得表达优先权的人
[01:21:19 -> 01:21:22] 也应该时刻保持警惕
[01:21:22 -> 01:21:23] 有点自觉
[01:21:23 -> 01:21:23] 对有点自觉
[01:21:23 -> 01:21:25] 你别什么话都瞎说
[01:21:25 -> 01:21:25] 是吧
[01:21:25 -> 01:21:27] 差不多得了
[01:21:27 -> 01:21:28] 所以你让我想起来
[01:21:28 -> 01:21:30] 就是很多很多年以前
[01:21:30 -> 01:21:33] 我看过对郎平的一个采访
[01:21:33 -> 01:21:36] 那郎平是离过一次婚
[01:21:36 -> 01:21:38] 所以就所有的记者都想追问他
[01:21:38 -> 01:21:39] 你为什么离婚了
[01:21:39 -> 01:21:40] 是因为这个吗
[01:21:40 -> 01:21:41] 是因为那个吗
[01:21:41 -> 01:21:44] 其实我觉得那个时候还没有狗仔这个说法
[01:21:44 -> 01:21:46] 大家是更多的可能出于对他的关心和好奇
[01:21:46 -> 01:21:49] 但郎平从来没有回应过这个问题
[01:21:49 -> 01:21:51] 然后后来可能一个他很熟的记者去问他的时候
[01:21:51 -> 01:21:52] 郎平就说了一句话
[01:21:52 -> 01:21:55] 他因为我会坐在这儿被你采访
[01:21:55 -> 01:21:57] 而我的前夫不会
[01:21:57 -> 01:22:01] 所以我就不能我去讲我们的婚姻
[01:22:01 -> 01:22:02] 因为他没有机会说
[01:22:02 -> 01:22:03] 他这个单向性表达
[01:22:03 -> 01:22:08] 对我就觉得说他的这个自觉和控制是挺了不起的
[01:22:08 -> 01:22:10] 我觉得一个非常
[01:22:10 -> 01:22:11] 负责任的人
[01:22:11 -> 01:22:15] 实际上是应该意识到自己在什么意义上
[01:22:15 -> 01:22:17] 获得了社会建制的优先性
[01:22:17 -> 01:22:20] 这种优先性并不代表你的合理性
[01:22:20 -> 01:22:22] 其实我们很多时候为什么会产生一种
[01:22:22 -> 01:22:25] 给人家感觉一种有爹味
[01:22:25 -> 01:22:27] 是因为你把这种优先性当作合理性了
[01:22:27 -> 01:22:29] 就是你的表达优先性当作合理性了
[01:22:29 -> 01:22:31] 你比如说
[01:22:31 -> 01:22:36] 我们会愿意把自己的生活经验和生活中得到的教训
